indicator_data_id,indicator_id,name,Measure,geo_type_name,geo_entity_id,year_description,data_value,message
315613,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,306,2011,3.1,NULL
315614,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,307,2011,2.8,NULL
315615,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,308,2011,2.6,NULL
315616,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,309,2011,2.3,NULL
315617,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,310,2011,2.1,NULL
315618,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,401,2011,1.8,NULL
315619,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,402,2011,1.6,NULL
315620,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,403,2011,1.4,NULL
315621,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,404,2011,1.2,NULL
315622,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,405,2011,1.5,NULL
315623,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,406,2011,1.3,NULL
315624,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,407,2011,1.4,NULL
315625,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,408,2011,1.3,NULL
315626,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,409,2011,1.1,NULL
315627,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,410,2011,0.8,NULL
315628,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,501,2011,1.2,NULL
315629,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,502,2011,1.1,NULL
315630,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,503,2011,1.1,NULL
315631,646,Air Toxics Concentrations- Average Benzene Concentrations,Annual Average Concentration,UHF42,504,2011,1,NULL
130733,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,101,2005,3.2,NULL
130734,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,102,2005,3.2,NULL
130735,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,103,2005,3.2,NULL
130736,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,104,2005,3.2,NULL
130737,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,105,2005,3.4,NULL
130738,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,106,2005,3.6,NULL
130739,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,107,2005,3.5,NULL
130740,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,201,2005,3.5,NULL
130741,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,202,2005,3.2,NULL
130742,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,203,2005,3,NULL
130743,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,204,2005,2.8,NULL
130744,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,205,2005,3.2,NULL
130745,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,206,2005,2.9,NULL
130746,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,207,2005,2.8,NULL
130747,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,208,2005,2.8,NULL
130748,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,209,2005,2.7,NULL
130749,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,210,2005,2.5,NULL
130750,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,211,2005,3.1,NULL
130751,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,301,2005,3.9,NULL
130752,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,302,2005,4.2,NULL
130753,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,303,2005,4.2,NULL
130754,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,304,2005,4,NULL
130755,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,305,2005,4.5,NULL
130756,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,306,2005,4.6,NULL
130757,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,307,2005,5.3,NULL
130758,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,308,2005,4,NULL
130759,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,309,2005,4,NULL
130760,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,310,2005,4.2,NULL
130761,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,401,2005,3.6,NULL
130762,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,402,2005,3.4,NULL
130763,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,403,2005,2.7,NULL
130764,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,404,2005,2.5,NULL
130765,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,405,2005,3,NULL
130766,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,406,2005,2.3,NULL
130767,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,407,2005,2.4,NULL
130768,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,408,2005,2.4,NULL
130769,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,409,2005,2.4,NULL
130770,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,410,2005,2,NULL
130771,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,501,2005,2.4,NULL
130772,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,502,2005,2.3,NULL
130773,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,503,2005,2.3,NULL
130774,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,504,2005,2.2,NULL
315638,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,101,2011,2.2,NULL
315639,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,102,2011,2,NULL
315640,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,103,2011,2.2,NULL
315641,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,104,2011,2,NULL
315642,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,105,2011,2.1,NULL
315643,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,106,2011,2.3,NULL
315644,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,107,2011,2.1,NULL
315645,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,201,2011,2.2,NULL
315646,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,202,2011,2.2,NULL
315647,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,203,2011,2,NULL
315648,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,204,2011,2.1,NULL
315649,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,205,2011,2,NULL
315650,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,206,2011,2,NULL
315651,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,207,2011,2.1,NULL
315652,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,208,2011,1.8,NULL
315653,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,209,2011,2,NULL
315654,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,210,2011,2.1,NULL
315655,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,211,2011,2.1,NULL
315656,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,301,2011,2.8,NULL
315657,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,302,2011,2.6,NULL
315658,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,303,2011,2.6,NULL
315659,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,304,2011,2.7,NULL
315660,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,305,2011,2.8,NULL
315661,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,306,2011,2.9,NULL
315662,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,307,2011,2.8,NULL
315663,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,308,2011,2.6,NULL
315664,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,309,2011,2.5,NULL
315665,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,310,2011,2.3,NULL
315666,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,401,2011,2.3,NULL
315667,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,402,2011,2.2,NULL
315668,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,403,2011,1.9,NULL
315669,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,404,2011,1.9,NULL
315670,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,405,2011,2.1,NULL
315671,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,406,2011,1.8,NULL
315672,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,407,2011,1.9,NULL
315673,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,408,2011,1.9,NULL
315674,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,409,2011,1.8,NULL
315675,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,410,2011,1.4,NULL
315676,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,501,2011,1.8,NULL
315677,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,502,2011,1.7,NULL
315678,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,503,2011,1.8,NULL
315679,647,Air Toxics Concentrations- Average Formaldehyde Concentrations,Annual Average Concentration,UHF42,504,2011,1.7,NULL
130493,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,101,2013,42.5,NULL
130494,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,102,2013,33.8,NULL
130495,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,103,2013,71,NULL
130496,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,104,2013,24.9,NULL
130497,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,105,2013,62.5,NULL
130498,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,106,2013,78,NULL
130499,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,107,2013,36.8,NULL
130500,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,201,2013,18.9,NULL
130501,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,202,2013,32,NULL
130502,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,203,2013,31.7,NULL
130503,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,204,2013,14.7,NULL
130504,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,205,2013,13.4,NULL
130505,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,206,2013,34.8,NULL
130506,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,207,2013,33.5,NULL
130507,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,208,2013,6.7,NULL
130508,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,209,2013,26.5,NULL
130509,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,210,2013,23.7,NULL
130510,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,211,2013,27.8,NULL
130511,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,301,2013,115.3,NULL
130512,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,302,2013,82.1,NULL
130513,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,303,2013,55.8,NULL
130514,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,304,2013,247.9,NULL
130515,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,305,2013,269.8,NULL
130516,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,306,2013,204.8,NULL
130517,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,307,2013,284.7,NULL
130518,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,308,2013,132.5,NULL
130519,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,309,2013,126.1,NULL
130520,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,310,2013,118.7,NULL
130521,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,401,2013,30.6,NULL
130522,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,402,2013,24.6,NULL
130523,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,403,2013,18.7,NULL
130524,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,404,2013,10.4,NULL
130525,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,405,2013,23.6,NULL
130526,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,406,2013,15.3,NULL
130527,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,407,2013,14.5,NULL
130528,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,408,2013,13.2,NULL
130529,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,409,2013,8.1,NULL
130530,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,410,2013,6.1,NULL
130531,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,501,2013,2.8,NULL
130532,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,502,2013,4.7,NULL
130533,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,503,2013,2.1,NULL
130534,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,504,2013,2,NULL
179746,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,101,2015,35.8,NULL
179743,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,102,2015,33.3,NULL
179749,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,103,2015,65,NULL
179735,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,104,2015,23.6,NULL
179748,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,105,2015,56,NULL
179750,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,106,2015,72.2,NULL
179745,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,107,2015,35.5,NULL
179732,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,201,2015,18.8,NULL
179741,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,202,2015,32.5,NULL
179740,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,203,2015,31.9,NULL
179730,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,204,2015,14.7,NULL
179727,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,205,2015,13.9,NULL
179744,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,206,2015,34.4,NULL
179742,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,207,2015,33.2,NULL
179723,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,208,2015,6.6,NULL
179737,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,209,2015,26.1,NULL
179734,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,210,2015,23.5,NULL
179738,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,211,2015,27.8,NULL
179752,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,301,2015,100.6,NULL
179751,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,302,2015,77.8,NULL
179747,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,303,2015,50.1,NULL
179757,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,304,2015,210.5,NULL
179758,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,305,2015,225.9,NULL
179756,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,306,2015,181.5,NULL
179759,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,307,2015,256.2,NULL
179755,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,308,2015,121.3,NULL
179754,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,309,2015,117.5,NULL
179753,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,310,2015,114.9,NULL
179739,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,401,2015,29.3,NULL
179736,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,402,2015,23.7,NULL
179731,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,403,2015,17,NULL
179725,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,404,2015,9.8,NULL
179733,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,405,2015,22.5,NULL
179729,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,406,2015,14.3,NULL
179728,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,407,2015,14.3,NULL
179726,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,408,2015,13.1,NULL
179724,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,409,2015,8.1,NULL
179722,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,410,2015,6.1,NULL
179720,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,501,2015,2.8,NULL
179721,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,502,2015,4.6,NULL
179719,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,503,2015,2.1,NULL
179718,642,Boiler Emissions- Total NOx Emissions,Per km2,UHF42,504,2015,2,NULL
130445,641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,101,2013,2,NULL
130446,641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,102,2013,0.3,NULL
130447,641,Boiler Emissions- Total PM2.5 Emissions,Per km2,UHF42,103,2013,3,NULL
